,Entity,Year_internet,Code,internet_usage,co2_tonnes_per_person,income_per_person,energy_per_person
1028,Dominican Republic,1997,DOM,0.142687565,2.22,8260,756
1029,Dominican Republic,1998,DOM,0.233914189,2.22,8670,786
1030,Dominican Republic,1999,DOM,1.104743874,2.21,9040,805
1031,Dominican Republic,2000,DOM,3.704692356,2.31,9320,852
1032,Dominican Republic,2001,DOM,4.429390697,2.28,9410,814
1033,Dominican Republic,2002,DOM,6.823725733,2.42,9690,852
1034,Dominican Republic,2003,DOM,7.898392937,2.4,9430,795
1035,Dominican Republic,2004,DOM,8.865553461,2.02,9530,709
1036,Dominican Republic,2005,DOM,11.48319778,2.02,10.3k,760
1037,Dominican Republic,2006,DOM,14.84492837,2.11,11.1k,777
1038,Dominican Republic,2007,DOM,17.66,2.22,11.8k,780
1039,Dominican Republic,2008,DOM,20.82,2.14,12k,772
1040,Dominican Republic,2009,DOM,27.72,2.07,11.9k,748
1041,Dominican Republic,2010,DOM,31.4,2.12,12.8k,777
1042,Dominican Republic,2011,DOM,38.0,2.17,13k,781
1043,Dominican Republic,2012,DOM,42.32,2.17,13.2k,815
1044,Dominican Republic,2013,DOM,45.9,2.09,13.7k,760
1045,Dominican Republic,2014,DOM,49.58,2.12,14.5k,752
1046,Dominican Republic,2015,DOM,54.21576634,2.29,15.3k,
1047,Ecuador,1990,ECU,0.0,1.63,8290,619
1048,Ecuador,1991,ECU,0.0,1.57,8450,635
1049,Ecuador,1992,ECU,0.005118035,2.07,8430,629
1050,Ecuador,1993,ECU,0.016400751,2.2,8410,573
1051,Ecuador,1994,ECU,0.034833586,1.21,8570,600
1052,Ecuador,1995,ECU,0.043833641,1.98,8580,687
1053,Ecuador,1996,ECU,0.086161276,2.05,8540,708
1054,Ecuador,1997,ECU,0.110217959,1.52,8720,720
1055,Ecuador,1998,ECU,0.125272771,1.83,8830,725
1056,Ecuador,1999,ECU,0.823371634,1.72,8240,639
1057,Ecuador,2000,ECU,1.462188536,1.62,8180,695
1058,Ecuador,2001,ECU,2.670443674,1.78,8350,724
1059,Ecuador,2002,ECU,4.260796915,1.88,8540,695
1060,Ecuador,2003,ECU,4.460228345,2.0,8630,693
1061,Ecuador,2004,ECU,4.834442638,2.12,9180,658
1062,Ecuador,2005,ECU,5.994255161,2.17,9500,675
1063,Ecuador,2006,ECU,7.2,2.03,9760,667
1064,Ecuador,2007,ECU,10.8,2.21,9810,742
1065,Ecuador,2008,ECU,18.8,2.29,10.3k,672
1066,Ecuador,2009,ECU,24.6,2.4,10.1k,788
1067,Ecuador,2010,ECU,29.03,2.39,10.3k,784
1068,Ecuador,2011,ECU,31.36680836,2.35,11k,818
1069,Ecuador,2012,ECU,35.13514645,2.06,11.4k,795
1070,Ecuador,2013,ECU,40.27912194,2.59,11.8k,844
1071,Ecuador,2014,ECU,45.59039067,2.85,12.1k,889
1072,Ecuador,2015,ECU,48.94043379,2.63,11.9k,
1073,Egypt,1990,EGY,0.0,1.34,6090,575
1074,Egypt,1991,EGY,0.0,1.35,6020,562
1075,Egypt,1992,EGY,0.0,1.36,6150,564
1076,Egypt,1993,EGY,0.000975791,1.54,6200,573
1077,Egypt,1994,EGY,0.00638327,1.39,6320,541
1078,Egypt,1995,EGY,0.031319638,1.52,6480,564
1079,Egypt,1996,EGY,0.061466899,1.47,6670,586
1080,Egypt,1997,EGY,0.090480245,1.66,6900,598
1081,Egypt,1998,EGY,0.147987377,1.84,7140,629
1082,Egypt,1999,EGY,0.290445278,1.85,7420,630
1083,Egypt,2000,EGY,0.641265038,2.04,7750,590
1084,Egypt,2001,EGY,0.838945611,1.77,7870,650
1085,Egypt,2002,EGY,2.719999715,1.76,7910,658
1086,Egypt,2003,EGY,4.037885107,2.01,8010,670
1087,Egypt,2004,EGY,11.92,2.01,8180,711
1088,Egypt,2005,EGY,12.75,2.19,8400,814
1089,Egypt,2006,EGY,13.66,2.29,8810,845
1090,Egypt,2007,EGY,16.03,2.38,9280,889
1091,Egypt,2008,EGY,18.01,2.45,9760,908
1092,Egypt,2009,EGY,20.0,2.5,10k,911
1093,Egypt,2010,EGY,21.6,2.4,10.3k,877
1094,Egypt,2011,EGY,25.6,2.53,10.3k,901
1095,Egypt,2012,EGY,26.4,2.49,10.3k,906
1096,Egypt,2013,EGY,29.4,2.37,10.3k,849
1097,Egypt,2014,EGY,33.89460391,2.47,10.4k,827
1098,Egypt,2015,EGY,37.81938343,2.37,10.6k,
1099,El Salvador,1990,SLV,0.0,0.47,5290,468
1100,El Salvador,1991,SLV,0.0,0.591,5290,508
1101,El Salvador,1992,SLV,0.0,0.613,5590,523
1102,El Salvador,1993,SLV,0.0,0.725,5830,543
1103,El Salvador,1994,SLV,0.0,0.812,6030,568
1104,El Salvador,1995,SLV,0.0,0.889,6240,597
1105,El Salvador,1996,SLV,0.086389581,0.777,6220,564
1106,El Salvador,1997,SLV,0.256960679,0.943,6360,618
1107,El Salvador,1998,SLV,0.425253672,0.989,6470,630
1108,El Salvador,1999,SLV,0.845428741,0.957,6550,649
1109,El Salvador,2000,SLV,1.177397269,0.964,6580,674
1110,El Salvador,2001,SLV,1.5,0.989,6590,700
1111,El Salvador,2002,SLV,1.9,1.02,6660,710
1112,El Salvador,2003,SLV,2.5,1.07,6720,737
1113,El Salvador,2004,SLV,3.2,1.04,6750,727
1114,El Salvador,2005,SLV,4.2,1.04,6900,745
1115,El Salvador,2006,SLV,5.5,1.11,7170,779
1116,El Salvador,2007,SLV,6.11,1.12,7270,733
1117,El Salvador,2008,SLV,10.08,1.05,7390,734
1118,El Salvador,2009,SLV,12.11,1.03,7210,684
1119,El Salvador,2010,SLV,15.9,1.02,7330,687
1120,El Salvador,2011,SLV,18.9,1.05,7580,691
1121,El Salvador,2012,SLV,20.32138772,1.04,7760,677
1122,El Salvador,2013,SLV,23.1093,0.973,7890,637
1123,El Salvador,2014,SLV,24.76171215,0.981,7990,646
1124,El Salvador,2015,SLV,26.80260496,1.07,8140,
1125,Equatorial Guinea,1990,GNQ,0.0,0.149,1830,
1126,Equatorial Guinea,1991,GNQ,0.0,0.152,1730,
1127,Equatorial Guinea,1992,GNQ,0.0,0.148,1980,
1128,Equatorial Guinea,1993,GNQ,0.0,0.151,2070,
1129,Equatorial Guinea,1994,GNQ,0.0,0.161,2200,
1130,Equatorial Guinea,1995,GNQ,0.0,0.17,2390,
1131,Equatorial Guinea,1997,GNQ,0.041462292,0.567,7540,
1132,Equatorial Guinea,1998,GNQ,0.094423774,0.328,8790,
1133,Equatorial Guinea,1999,GNQ,0.097415945,0.838,10.5k,
1134,Equatorial Guinea,2000,GNQ,0.132354665,0.756,11.7k,
1135,Equatorial Guinea,2001,GNQ,0.165260423,6.86,18.3k,
1136,Equatorial Guinea,2002,GNQ,0.321197997,9.65,20.8k,
1137,Equatorial Guinea,2003,GNQ,0.520524272,11.2,22.5k,
1138,Equatorial Guinea,2004,GNQ,0.843930285,9.85,29.3k,1060
1139,Equatorial Guinea,2005,GNQ,1.149789671,10.0,32.4k,1670
1140,Equatorial Guinea,2006,GNQ,1.279193596,10.4,33.3k,1920
1141,Equatorial Guinea,2007,GNQ,1.557123059,9.57,36.7k,2140
1142,Equatorial Guinea,2008,GNQ,1.82,7.47,41.2k,
1143,Equatorial Guinea,2009,GNQ,2.13,7.52,39.9k,
1144,Equatorial Guinea,2010,GNQ,6.0,7.31,34.7k,
1145,Equatorial Guinea,2011,GNQ,11.5,9.52,35.4k,
1146,Equatorial Guinea,2012,GNQ,13.94318219,6.77,36.7k,
1147,Equatorial Guinea,2013,GNQ,16.4,7.15,33.7k,
1148,Equatorial Guinea,2014,GNQ,18.86,6.51,32.4k,
1149,Equatorial Guinea,2015,GNQ,21.31999999,5.16,28.3k,
1150,Eritrea,1990,ERI,0.0,,1420,
1151,Eritrea,1991,ERI,0.0,,1570,
1152,Eritrea,1992,ERI,0.0,,1740,389
1153,Eritrea,1993,ERI,0.0,,1990,411
1154,Eritrea,1994,ERI,0.0,0.319,2430,428
1155,Eritrea,1995,ERI,0.0,0.359,2520,453
1156,Eritrea,1996,ERI,0.0,0.392,2760,477
1157,Eritrea,1997,ERI,0.009017718,0.35,2980,474
1158,Eritrea,1998,ERI,0.008774236,0.266,3020,307
1159,Eritrea,1999,ERI,0.025495028,0.275,2980,314
1160,Eritrea,2000,ERI,0.136711941,0.264,2810,309
1161,Eritrea,2001,ERI,0.157815289,0.264,2950,312
1162,Eritrea,2002,ERI,0.227090138,0.242,2910,302
1163,Eritrea,2007,ERI,0.41,0.187,2450,239
1164,Eritrea,2008,ERI,0.47,0.131,2170,220
1165,Eritrea,2009,ERI,0.54,0.159,2210,231
1166,Eritrea,2010,ERI,0.61,0.157,2220,234
1167,Eritrea,2011,ERI,0.7,0.174,2380,236
1168,Eritrea,2012,ERI,0.8,0.19,1340,241
1169,Eritrea,2013,ERI,0.9,0.191,1310,243
1170,Eritrea,2014,ERI,0.99,0.205,1360,246
1171,Eritrea,2015,ERI,1.083733116,0.201,1410,
1172,Estonia,1990,EST,0.0,23.7,16.9k,6230
1173,Estonia,1991,EST,0.0,22.0,15.1k,5840
1174,Estonia,1992,EST,0.065484797,16.1,13k,4280
1175,Estonia,1993,EST,0.300711282,12.8,11.9k,3640
1176,Estonia,1994,EST,1.159750913,13.7,12k,3750
1177,Estonia,1995,EST,2.778968489,12.7,12.7k,3620
1178,Estonia,1996,EST,3.525111129,13.4,13.6k,4040
1179,Estonia,1997,EST,5.706276548,13.1,15.5k,4010
1180,Estonia,1998,EST,10.79603483,12.0,16.3k,3700
1181,Estonia,1999,EST,14.50089724,11.2,16.2k,3460
1182,Estonia,2000,EST,28.57695381,11.0,17.8k,3370
1183,Estonia,2001,EST,31.52748977,11.3,19k,3540
1184,Estonia,2002,EST,41.52,11.0,20.4k,3420
1185,Estonia,2003,EST,45.32,12.5,22.1k,3800
1186,Estonia,2004,EST,53.2,12.7,23.7k,3890
1187,Estonia,2005,EST,61.45,12.6,26.1k,3850
1188,Estonia,2006,EST,63.51,12.2,28.8k,3780
1189,Estonia,2007,EST,66.19,14.9,31.1k,4240
1190,Estonia,2008,EST,70.58,13.3,29.6k,4110
1191,Estonia,2009,EST,72.5,10.9,25.3k,3650
1192,Estonia,2010,EST,74.1,14.3,26k,4220
1193,Estonia,2011,EST,76.5,14.4,28k,4240
1194,Estonia,2012,EST,78.38992593,13.6,29k,4170
1195,Estonia,2013,EST,80.0043,14.9,29.5k,4620
1196,Estonia,2014,EST,84.24152803,14.4,30.5k,4590
1197,Estonia,2015,EST,88.4097035,12.1,31k,4170
1198,Eswatini,1990,SWZ,0.0,1.17,5100,375
1199,Eswatini,1991,SWZ,0.0,1.04,5050,
1200,Eswatini,1992,SWZ,0.0,0.964,5080,
1201,Eswatini,1993,SWZ,0.0,0.801,5120,
1202,Eswatini,1994,SWZ,0.0,1.19,5120,
1203,Eswatini,1995,SWZ,0.00103175,1.15,5260,
1204,Eswatini,1996,SWZ,0.050399009,1.02,5350,
1205,Eswatini,1997,SWZ,0.088545986,1.25,5420,
1206,Eswatini,1998,SWZ,0.096099605,1.24,5460,
1207,Eswatini,1999,SWZ,0.4707176,1.25,5550,
1208,Eswatini,2000,SWZ,0.926191777,1.19,5580,
1209,Eswatini,2001,SWZ,1.28159005,1.13,5590,
1210,Eswatini,2002,SWZ,1.816203807,1.11,5810,
1211,Eswatini,2003,SWZ,2.437073851,1.03,6010,
1212,Eswatini,2004,SWZ,3.228685073,1.01,6210,396
1213,Eswatini,2005,SWZ,3.696961073,1.0,6550,387
1214,Eswatini,2006,SWZ,3.696538789,0.995,6910,392
1215,Eswatini,2007,SWZ,4.1,1.03,7170,406
1216,Eswatini,2008,SWZ,6.85,1.06,7180,
1217,Eswatini,2009,SWZ,8.94,1.01,7240,
1218,Eswatini,2010,SWZ,11.04,0.995,7460,
1219,Eswatini,2011,SWZ,18.13,1.0,7580,
1220,Eswatini,2012,SWZ,20.78178258,1.15,7930,
1221,Eswatini,2013,SWZ,24.7,1.4,8180,
1222,Eswatini,2014,SWZ,26.17500573,0.824,8190,
1223,Eswatini,2015,SWZ,25.64304231,0.89,8310,
1224,Ethiopia,1990,ETH,0.0,0.0624,767,479
1225,Ethiopia,1991,ETH,0.0,0.0597,688,478
1226,Ethiopia,1992,ETH,0.0,0.0572,606,473
1227,Ethiopia,1993,ETH,0.0,0.0562,661,475
1228,Ethiopia,1994,ETH,0.0,0.0398,659,477
1229,Ethiopia,1995,ETH,1.75e-05,0.044,677,478
1230,Ethiopia,1996,ETH,0.001703448,0.0475,737,479
1231,Ethiopia,1997,ETH,0.00496672,0.0491,737,478
1232,Ethiopia,1998,ETH,0.009663517,0.0504,691,478
1233,Ethiopia,1999,ETH,0.012541599,0.0481,706,478
1234,Ethiopia,2000,ETH,0.015263767,0.0524,728,478
1235,Ethiopia,2001,ETH,0.037162381,0.0626,766,482
1236,Ethiopia,2002,ETH,0.072402262,0.0632,755,483
1237,Ethiopia,2003,ETH,0.105811659,0.0675,718,484
1238,Ethiopia,2004,ETH,0.155334521,0.0695,793,485
1239,Ethiopia,2005,ETH,0.219659819,0.065,862,483
1240,Ethiopia,2006,ETH,0.310592657,0.0678,930,484
1241,Ethiopia,2007,ETH,0.37,0.0724,1010,486
1242,Ethiopia,2008,ETH,0.45,0.0775,1090,487
1243,Ethiopia,2009,ETH,0.54,0.0761,1150,487
1244,Ethiopia,2010,ETH,0.75,0.0724,1260,487
1245,Ethiopia,2011,ETH,1.1,0.0765,1360,489
1246,Ethiopia,2012,ETH,2.9,0.0874,1440,489
1247,Ethiopia,2013,ETH,4.6,0.104,1550,492
1248,Ethiopia,2014,ETH,7.7,0.121,1660,493
1249,Ethiopia,2015,ETH,13.85517556,0.128,1780,
1250,Fiji,1990,FJI,0.0,1.11,8450,392
1251,Fiji,1991,FJI,0.0,0.902,8150,
1252,Fiji,1992,FJI,0.0,0.995,8540,
1253,Fiji,1993,FJI,0.006678447,0.986,8600,
1254,Fiji,1994,FJI,0.007907399,0.966,8910,
1255,Fiji,1995,FJI,0.009115343,0.973,9020,
1256,Fiji,1996,FJI,0.064437142,1.04,9340,
1257,Fiji,1997,FJI,0.223454842,0.988,9040,
1258,Fiji,1998,FJI,0.633167865,0.952,9080,
1259,Fiji,1999,FJI,0.942462063,0.962,9800,
1260,Fiji,2000,FJI,1.496854734,1.03,9580,
1261,Fiji,2001,FJI,1.857978594,1.29,9730,
1262,Fiji,2002,FJI,6.1526497,1.08,10k,
1263,Fiji,2003,FJI,6.725434738,1.27,10.1k,
1264,Fiji,2004,FJI,7.412943485,1.64,10.6k,814
1265,Fiji,2005,FJI,8.453636634,1.32,10.7k,704
1266,Fiji,2006,FJI,9.6000384,1.45,10.8k,675
1267,Fiji,2007,FJI,10.89783105,1.37,10.6k,627
1268,Fiji,2008,FJI,13.0,1.04,10.6k,
1269,Fiji,2009,FJI,17.0,0.913,10.3k,
1270,Fiji,2010,FJI,20.0,1.4,10.5k,
1271,Fiji,2011,FJI,28.0,1.24,10.8k,
1272,Fiji,2012,FJI,33.74235675,1.2,10.9k,
1273,Fiji,2013,FJI,35.2,1.52,11.4k,
1274,Fiji,2014,FJI,37.4,1.87,12.1k,
1275,Fiji,2015,FJI,42.5,2.45,12.6k,
1276,Finland,1990,FIN,0.40108767,11.4,32.9k,5690
1277,Finland,1991,FIN,1.397439332,11.0,30.8k,5740
1278,Finland,1992,FIN,1.88687977,10.8,29.6k,5380
1279,Finland,1993,FIN,2.568461349,11.1,29.3k,5620
1280,Finland,1994,FIN,4.915098554,12.1,30.3k,5970
1281,Finland,1995,FIN,13.90030389,11.4,31.5k,5660
1282,Finland,1996,FIN,16.78007526,12.5,32.5k,6070
1283,Finland,1997,FIN,19.4586828,12.2,34.5k,6280
1284,Finland,1998,FIN,25.45252493,11.5,36.3k,6320
1285,Finland,1999,FIN,32.29509229,11.4,37.8k,6280
1286,Finland,2000,FIN,37.24846174,11.0,39.9k,6260
1287,Finland,2001,FIN,43.10536335,12.0,40.8k,6410
1288,Finland,2002,FIN,62.43,12.5,41.4k,6730
1289,Finland,2003,FIN,69.22,13.9,42.2k,7080
1290,Finland,2004,FIN,72.39,13.2,43.7k,7130
1291,Finland,2005,FIN,74.48,10.9,44.8k,6560
1292,Finland,2006,FIN,79.66,13.0,46.4k,7110
1293,Finland,2007,FIN,80.78,12.6,48.7k,6970
1294,Finland,2008,FIN,83.67,11.0,48.8k,6670
1295,Finland,2009,FIN,82.49,10.5,44.7k,6270
1296,Finland,2010,FIN,86.89,12.0,45.9k,6830
1297,Finland,2011,FIN,88.70999491,10.5,46.8k,6540
1298,Finland,2012,FIN,89.87999797,9.47,46k,6280
1299,Finland,2013,FIN,91.5144,9.52,45.3k,6120
1300,Finland,2014,FIN,86.53039275,8.73,45k,6210
1301,Finland,2015,FIN,86.42213333,8.06,45.1k,5920
1302,France,1990,FRA,0.052777862,7.08,33.7k,3850
1303,France,1991,FRA,0.140113895,7.5,33.9k,4040
1304,France,1992,FRA,0.279049463,7.28,34.3k,3950
1305,France,1993,FRA,0.590619383,6.9,33.9k,4000
1306,France,1994,FRA,0.899867425,6.79,34.6k,3840
1307,France,1995,FRA,1.637947245,6.88,35.2k,3980
1308,France,1996,FRA,2.584033979,7.13,35.5k,4190
1309,France,1997,FRA,4.255003872,6.98,36.3k,4050
1310,France,1998,FRA,6.319778722,7.29,37.4k,4150
1311,France,1999,FRA,9.125317889,7.19,38.5k,4120
1312,France,2000,FRA,14.30792394,7.06,39.7k,4140
1313,France,2001,FRA,26.32590355,7.09,40.2k,4250
1314,France,2002,FRA,30.18,6.96,40.4k,4230
1315,France,2003,FRA,36.14,7.02,40.4k,4270
1316,France,2004,FRA,39.15,6.99,41.3k,4300
1317,France,2005,FRA,42.87,6.99,41.6k,4290
1318,France,2006,FRA,46.87,6.77,42.4k,4190
1319,France,2007,FRA,66.09,6.56,43.1k,4120
1320,France,2008,FRA,70.68,6.42,43k,4110
1321,France,2009,FRA,71.58,6.12,41.5k,3910
1322,France,2010,FRA,77.28,6.2,42.1k,4020
1323,France,2011,FRA,77.81999899,5.78,42.9k,3850
1324,France,2012,FRA,81.44,5.76,42.8k,3840
1325,France,2013,FRA,81.9198,5.75,42.8k,3830
1326,France,2014,FRA,83.75,5.23,43k,3660
1327,France,2015,FRA,78.00603771,5.3,43.3k,3690
1328,Gabon,1990,GAB,0.0,4.73,18.2k,1240
1329,Gabon,1991,GAB,0.0,4.64,18.8k,1250
1330,Gabon,1992,GAB,0.0,4.91,17.7k,1300
1331,Gabon,1993,GAB,0.0,4.83,17.9k,1340
1332,Gabon,1994,GAB,0.0,4.14,18.1k,1160
1333,Gabon,1995,GAB,0.0,4.25,18.5k,1240
1334,Gabon,1996,GAB,0.0,4.27,18.7k,1250
1335,Gabon,1997,GAB,0.047999009,4.19,19.3k,1240
1336,Gabon,1998,GAB,0.17012488,4.24,19.5k,1290
1337,Gabon,1999,GAB,0.249009564,4.0,17.3k,1220
1338,Gabon,2000,GAB,1.216140618,3.8,16.6k,1200
1339,Gabon,2001,GAB,1.347620222,3.8,16.5k,1250
1340,Gabon,2002,GAB,1.939530106,3.53,16.1k,1480
1341,Gabon,2003,GAB,2.659586594,3.5,16.1k,1700
1342,Gabon,2004,GAB,2.9790698,3.44,15.8k,1920
1343,Gabon,2005,GAB,4.89326475,3.5,15.8k,2160
1344,Gabon,2006,GAB,5.489200803,2.9,14.9k,2360
1345,Gabon,2007,GAB,5.767004576,2.78,15.3k,2560
1346,Gabon,2008,GAB,7.5,2.74,14.4k,2720
1347,Gabon,2009,GAB,9.5,2.69,13.9k,2880
1348,Gabon,2010,GAB,13.0,2.94,14.4k,3130
1349,Gabon,2011,GAB,18.0,2.92,14.9k,2430
1350,Gabon,2012,GAB,24.0,2.88,15.1k,2070
1351,Gabon,2013,GAB,30.53803344,2.9,15.3k,2910
1352,Gabon,2014,GAB,38.07120929,2.82,15.4k,2690
1353,Gabon,2015,GAB,45.78453653,2.69,15.5k,
1354,Gambia,1990,GMB,0.0,0.207,2270,64.7
1355,Gambia,1991,GMB,0.0,0.199,2250,
1356,Gambia,1992,GMB,0.0,0.193,2250,
1357,Gambia,1993,GMB,0.0,0.197,2240,
1358,Gambia,1994,GMB,0.0,0.191,2180,
1359,Gambia,1995,GMB,0.009217541,0.192,2130,
1360,Gambia,1996,GMB,0.03550736,0.189,2110,
1361,Gambia,1997,GMB,0.051311347,0.186,2150,
1362,Gambia,1998,GMB,0.206094461,0.195,2150,
1363,Gambia,1999,GMB,0.715827015,0.215,2220,
1364,Gambia,2000,GMB,0.921794919,0.209,2270,
1365,Gambia,2001,GMB,1.336791166,0.221,2330,
1366,Gambia,2002,GMB,1.796779883,0.214,2180,
1367,Gambia,2003,GMB,2.436781193,0.207,2260,
1368,Gambia,2004,GMB,3.308003478,0.216,2340,72.2
1369,Gambia,2005,GMB,3.799001139,0.211,2220,70
1370,Gambia,2006,GMB,5.237691158,0.221,2140,71.6
1371,Gambia,2007,GMB,6.205037419,0.215,2140,81.1
1372,Gambia,2008,GMB,6.88,0.217,2210,
1373,Gambia,2009,GMB,7.63,0.219,2280,
1374,Gambia,2010,GMB,9.2,0.241,2350,
1375,Gambia,2011,GMB,10.8703,0.242,2090,
1376,Gambia,2012,GMB,12.44922872,0.239,2140,
1377,Gambia,2013,GMB,14.0,0.22,2130,
1378,Gambia,2014,GMB,15.56,0.254,2040,
1379,Gambia,2015,GMB,16.5,0.251,2060,
1380,Georgia,1990,GEO,0.0,5.09,11.1k,2590
1381,Georgia,1991,GEO,0.0,3.98,8720,2080
1382,Georgia,1992,GEO,0.0,2.88,4770,1780
1383,Georgia,1993,GEO,0.0,1.91,3350,1550
1384,Georgia,1994,GEO,0.0,1.19,3050,969
1385,Georgia,1995,GEO,0.011836885,0.461,3240,800
1386,Georgia,1996,GEO,0.040065419,0.837,3740,834
1387,Georgia,1997,GEO,0.060930333,0.94,4270,756
1388,Georgia,1998,GEO,0.102830957,1.08,4510,716
1389,Georgia,1999,GEO,0.416343567,0.968,4740,669
1390,Georgia,2000,GEO,0.484746299,1.03,4920,704
1391,Georgia,2001,GEO,0.992344436,0.87,5240,640
1392,Georgia,2002,GEO,1.58787563,0.788,5570,639
1393,Georgia,2003,GEO,2.558816481,0.882,6230,685
1394,Georgia,2004,GEO,3.886221354,1.01,6630,708
1395,Georgia,2005,GEO,6.079457629,1.19,7320,728
1396,Georgia,2006,GEO,7.526876845,1.46,8050,781
1397,Georgia,2007,GEO,8.26,1.53,9110,866
1398,Georgia,2008,GEO,10.01,1.28,9360,781
1399,Georgia,2009,GEO,20.07,1.49,9100,812
1400,Georgia,2010,GEO,26.9,1.52,9740,825
1401,Georgia,2011,GEO,31.52,1.91,10.5k,944
1402,Georgia,2012,GEO,36.94,2.03,11.3k,994
1403,Georgia,2013,GEO,43.3,1.98,11.7k,1050
1404,Georgia,2014,GEO,44.0,2.18,12.3k,1180
1405,Georgia,2015,GEO,47.56975964,2.38,12.6k,
1406,Germany,1990,DEU,0.125892223,13.3,36.7k,4420
1407,Germany,1991,DEU,0.250274153,12.8,38.3k,4300
1408,Germany,1992,DEU,0.43528529,12.1,38.7k,4190
1409,Germany,1993,DEU,0.463635096,11.9,38.1k,4120
1410,Germany,1994,DEU,0.922541043,11.6,38.9k,4090
1411,Germany,1995,DEU,1.837737754,11.6,39.4k,4120
1412,Germany,1996,DEU,3.054805234,11.8,39.6k,4250
1413,Germany,1997,DEU,6.711087477,11.5,40.2k,4200
1414,Germany,1998,DEU,9.877852428,11.4,41k,4180
1415,Germany,1999,DEU,20.84598264,11.0,41.8k,4080
1416,Germany,2000,DEU,30.2163466,11.1,42.9k,4090
1417,Germany,2001,DEU,31.65093942,11.3,43.6k,4210
1418,Germany,2002,DEU,48.82,11.1,43.4k,4110
1419,Germany,2003,DEU,55.9,11.1,43.1k,4080
1420,Germany,2004,DEU,64.73,10.9,43.6k,4110
1421,Germany,2005,DEU,68.71,10.6,43.9k,4090
1422,Germany,2006,DEU,72.16,10.8,45.7k,4200
1423,Germany,2007,DEU,75.16,10.5,47.1k,3990
1424,Germany,2008,DEU,78.0,10.5,47.6k,4040
1425,Germany,2009,DEU,79.0,9.76,45k,3790
1426,Germany,2010,DEU,82.0,10.3,47k,4000
1427,Germany,2011,DEU,81.26999954,10.0,49.8k,3870
1428,Germany,2012,DEU,82.34999847,10.1,49.9k,3880
1429,Germany,2013,DEU,84.17,10.3,50k,3940
1430,Germany,2014,DEU,86.19,9.74,50.8k,3780
1431,Germany,2015,DEU,87.58979935,9.74,51.2k,3820
1432,Ghana,1990,GHA,0.0,0.257,2410,358
1433,Ghana,1991,GHA,0.0,0.277,2460,360
1434,Ghana,1992,GHA,0.0,0.234,2480,362
1435,Ghana,1993,GHA,0.0,0.268,2530,369
1436,Ghana,1994,GHA,0.0,0.308,2540,373
1437,Ghana,1995,GHA,0.000347918,0.303,2580,380
1438,Ghana,1996,GHA,0.005648763,0.313,2620,383
1439,Ghana,1997,GHA,0.027537542,0.347,2670,391
1440,Ghana,1998,GHA,0.032240443,0.341,2720,403
1441,Ghana,1999,GHA,0.104895466,0.339,2770,408
1442,Ghana,2000,GHA,0.153615298,0.317,2810,326
1443,Ghana,2001,GHA,0.20000806,0.341,2850,320
1444,Ghana,2002,GHA,0.830284034,0.357,2910,310
1445,Ghana,2003,GHA,1.193057911,0.359,2980,286
1446,Ghana,2004,GHA,1.716797704,0.336,3070,279
1447,Ghana,2005,GHA,1.831197461,0.312,3170,270
1448,Ghana,2006,GHA,2.723175973,0.41,3290,280
1449,Ghana,2007,GHA,3.85,0.419,3350,273
1450,Ghana,2008,GHA,4.27,0.379,3560,266
1451,Ghana,2009,GHA,5.44,0.31,3640,281
1452,Ghana,2010,GHA,7.8,0.392,3830,299
1453,Ghana,2011,GHA,9.0,0.443,4260,311
1454,Ghana,2012,GHA,10.6,0.551,4550,329
1455,Ghana,2013,GHA,15.0,0.533,4770,336
1456,Ghana,2014,GHA,25.51773743,0.542,4790,332
1457,Ghana,2015,GHA,25.0,0.579,4790,
1458,Greece,1990,GRC,0.0,8.16,24.3k,2100
1459,Greece,1991,GRC,0.048788803,8.09,24.7k,2090
1460,Greece,1992,GRC,0.048291602,8.16,24.7k,2130
1461,Greece,1993,GRC,0.191062242,8.0,24.2k,2090
1462,Greece,1994,GRC,0.378174312,8.12,24.5k,2140
1463,Greece,1995,GRC,0.749616477,8.1,24.9k,2150
1464,Greece,1996,GRC,1.395360779,8.23,25.5k,2210
1465,Greece,1997,GRC,1.849634688,8.61,26.5k,2280
1466,Greece,1998,GRC,3.221821786,9.0,27.4k,2390
1467,Greece,1999,GRC,6.877292144,8.89,28.1k,2390
1468,Greece,2000,GRC,9.138837308,9.3,29.1k,2510
1469,Greece,2001,GRC,10.93502581,9.47,30.2k,2580
1470,Greece,2002,GRC,14.67,9.4,31.3k,2600
1471,Greece,2003,GRC,17.8,9.73,33k,2670
1472,Greece,2004,GRC,21.42,9.76,34.6k,2710
1473,Greece,2005,GRC,24.0,10.2,34.7k,2750
1474,Greece,2006,GRC,32.25,10.1,36.5k,2740
1475,Greece,2007,GRC,35.88,10.3,37.6k,2730
1476,Greece,2008,GRC,38.2,10.1,37.4k,2750
1477,Greece,2009,GRC,42.4,9.53,35.7k,2650
1478,Greece,2010,GRC,44.4,8.95,33.7k,2480
1479,Greece,2011,GRC,51.64999517,8.74,30.3k,2410
1480,Greece,2012,GRC,55.06999344,8.49,28.3k,2400
1481,Greece,2013,GRC,59.8663,7.62,27.8k,2130
1482,Greece,2014,GRC,63.21,7.36,28.1k,2120
1483,Greece,2015,GRC,66.83495949,7.04,28.3k,2180
1484,Grenada,1990,GRD,0.0,1.1,8810,441
